Input File,Classes,Professors,LNS Perc,Total Nodes,Nodes Left,Total Time,Memory Used,LNS Time,LNS Sols Found,Best Sol At Node,Best Sol Found By
input5.csv,214,69,0.10,1504,0,52.072108,234754381,43.611759,1,1471,lns
input9.csv,104,35,0.10,9967,0,42.597845,47842358,32.742533,1,9762,lns
input15.csv,94,30,0.10,251141,60873,400.023882,628105724,50.255454,0,187826,relaxation
input18.csv,121,38,0.10,111,0,24.411353,66095265,23.860243,1,109,lns
input26.csv,114,38,0.10,2055,0,22.338524,68656544,18.599160,1,2027,lns
input29.csv,103,39,0.10,432,0,19.162566,54812450,18.392252,1,431,lns
input34.csv,161,54,0.10,7210,0,23.722262,140956505,4.267110,1,7205,lns
input39.csv,130,43,0.10,64884,0,152.646914,99309130,50.266799,0,64884,relaxation
input41.csv,137,42,0.10,132796,70972,400.046081,1156259094,50.144542,0,10221,relaxation
input42.csv,142,35,0.10,1029,0,7.916540,81778180,5.139759,1,1029,lns
