Input File,Classes,Professors,Total Nodes,Nodes Left,Total Time,LNS Time,Best Solution,Gap,Best Sol At Node,Best Sol Found By,Output Folder
input2.csv,167,52,596,0,17.043166,14.523918,710.000000,0.00,588,lns,2026-01-14_10:22:02
input5.csv,214,69,17453,0,143.630810,30.926226,1008.000000,0.00,17453,relaxation,2026-01-14_10:22:19
input6.csv,79,24,201,0,2.219886,2.031124,321.000000,0.00,197,lns,2026-01-14_10:24:43
input7.csv,84,29,277292,58921,400.021681,30.204316,335.000000,0.60,119381,relaxation,2026-01-14_10:24:45
input9.csv,104,35,40138,0,73.479559,30.110811,480.000000,0.00,40138,relaxation,2026-01-14_10:31:25
input13.csv,100,34,30940,0,59.428105,30.124130,490.000000,0.00,30127,relaxation,2026-01-14_10:32:39
input19.csv,95,29,208,0,1.466720,1.104152,359.000000,0.00,112,lns,2026-01-14_10:33:38
input20.csv,104,37,1663,0,5.021103,2.520296,411.000000,0.00,38,lns,2026-01-14_10:33:40
input26.csv,114,38,2055,0,24.380908,20.332760,482.000000,0.00,2027,lns,2026-01-14_10:33:45
input34.csv,161,54,7210,0,26.408741,4.583278,648.000000,0.00,7205,lns,2026-01-14_10:34:09
