Input File,Classes,Professors,Total Nodes,Nodes Left,Total Time,LNS Time,Best Solution,Gap,Best Sol At Node,Best Sol Found By,Output Folder
input2.csv,167,52,596,0,17.070393,14.579382,710.000000,0.00,588,lns,2026-01-14_09:44:17
input5.csv,214,69,17453,0,145.274352,30.914675,1008.000000,0.00,17453,relaxation,2026-01-14_09:44:34
input6.csv,79,24,201,0,2.466846,2.272603,321.000000,0.00,197,lns,2026-01-14_09:46:59
input7.csv,84,29,293147,62628,400.022938,30.199387,335.000000,0.60,119381,relaxation,2026-01-14_09:47:02
input9.csv,104,35,40138,0,72.524792,30.105985,480.000000,0.00,40138,relaxation,2026-01-14_09:53:42
input13.csv,100,34,30940,0,60.206378,30.123184,490.000000,0.00,30127,relaxation,2026-01-14_09:54:55
input19.csv,95,29,208,0,1.394820,1.043960,359.000000,0.00,112,lns,2026-01-14_09:55:55
input20.csv,104,37,1663,0,4.688503,2.289803,411.000000,0.00,38,lns,2026-01-14_09:55:56
input26.csv,114,38,2055,0,25.495216,21.049394,482.000000,0.00,2027,lns,2026-01-14_09:56:01
input34.csv,161,54,7210,0,26.675305,4.635180,648.000000,0.00,7205,lns,2026-01-14_09:56:27
